billing_date,cust_id,product_id,revenue,active_users,total_logins,api_calls,storage_used_gb,support_tickets,response_time_hrs,feature_usage_score,customer_satisfaction,training_sessions,integration_count,data_processed_tb,uptime_percentage,performance_score,target,subscription_health_score,user_engagement_index,retention_probability
2023-11-30,CUST_0001,prod_10,567.6,59.0,95.0,1458.0,178.2,0.0,8.2,0.55,9.6,12.0,14.0,17.4,98.72,1.06,0,0.9091247555407151,85.92741422265337,0.8540747762078101
2023-12-31,CUST_0001,prod_10,887.6,75.0,411.0,16074.0,27.95886171388008,1.0,11.898103749409051,0.39,8.6,8.369189651106682,15.512559502653897,6.0,98.35253833532246,0.22,1,0.1749296415284337,27.502873114065785,0.0916030077689778
2023-01-31,CUST_0002,prod_08,231.09,48.0,3336.0,15667.0,107.2,8.0,1.2,1.58,9.9,3.0,1.0,23.0,99.23,0.61,0,0.9789098246956216,99.51490738528346,0.9210964387886702
2023-02-28,CUST_0002,prod_08,770.77,103.0,1387.0,10323.0,107.7,2.0,23.8,0.64,5.2,8.0,13.0,6.9,100.03,0.72,0,0.9639507193134657,94.07828724826464,0.8327689113254775
2023-03-31,CUST_0002,prod_08,3564.24,186.0,1662.0,2653.0,172.9,1.0,12.9,0.45,9.7,5.0,11.0,38.0,33.17,0.69,0,0.9277543647420756,85.26709620441208,0.9382643451065072
2023-04-30,CUST_0002,prod_08,861.76,122.0,927.0,7371.0,18.2,1.0,21.3,0.67,3.4,9.0,5.0,6.2,99.75,0.32,0,0.972540351968284,89.20205292441943,0.8963803978667797
2023-05-31,CUST_0002,prod_08,660.56,27.0,1772.0,13095.0,35.8,9.0,13.6,0.75,5.0,2.0,28.0,1.0,96.68,0.94,0,0.9633380742322886,96.93743365173928,0.8883121641504654
2023-06-30,CUST_0002,prod_08,1347.79,107.0,191.0,13623.0,126.8,0.0,9.3,0.51,6.7,10.0,13.0,34.3,98.53,0.76,0,0.9618231041954332,86.02698959884093,0.9505055090078248
2023-07-31,CUST_0002,prod_08,1764.33,24.0,3850.0,10969.0,18.4,6.0,15.5,0.36,8.4,3.0,2.0,1.9,100.2,0.87,0,0.9669602637316832,93.4629156546578,0.818304894694168
2023-08-31,CUST_0002,prod_08,1956.62,24.0,1937.0,19933.0,171.1,7.0,-0.7,0.59,9.0,7.0,15.0,14.1,98.93,1.73,0,0.9364402952841608,95.90265628642844,0.8368918663148663
2023-09-30,CUST_0002,prod_08,318.37,33.0,817.0,17015.0,67.3,6.0,0.4,0.58,7.9,6.0,15.0,7.9,99.93,0.82,0,0.9624932726826436,89.05575308043063,0.8285324899737587
2023-10-31,CUST_0002,prod_08,1069.25,145.0,757.0,19076.0,111.4,20.0,4.6,0.92,2.2,1.0,1.0,15.7,97.59,0.54,0,0.9696533392379882,95.17550946785468,0.9035271701532072
2023-11-30,CUST_0002,prod_08,97.74,27.0,39.0,308.0,4.1,21.0,6.7,0.45,7.7,5.0,8.0,1.0,98.7,0.56,1,0.1722481721457221,18.05766574738205,0.2180890359248042
2023-01-31,CUST_0003,prod_02,374.39,58.0,1128.0,1739.0,360.7,9.0,26.6,0.69,5.7,3.0,15.0,15.9,81.67,0.37,0,0.9833712065975664,92.5631349364934,0.9822448551805902
2023-02-28,CUST_0003,prod_02,1136.35,130.0,1652.0,9287.0,185.3,18.0,0.9,1.59,19.4,2.0,13.0,20.0,164.17,0.43,0,0.9813780633322224,97.18236031207,0.7864294209592506
2023-03-31,CUST_0003,prod_02,203.83,165.0,900.0,5254.0,69.1,9.0,9.5,0.42,2.0,0.0,11.0,9.3,97.13,0.46,1,0.1424899597648722,22.10842523115762,0.1253242270438324
2023-01-31,CUST_0003,prod_05,1192.35,19.0,3071.0,1185.0,36.2,8.0,8.5,0.84,14.5,6.0,2.0,1.6,98.13,0.22,0,0.9351471117459498,98.25471686747508,0.8380916771009956
2023-02-28,CUST_0003,prod_05,1414.43,222.0,2040.0,26630.0,14.0,3.0,11.1,0.9,2.3,4.0,16.0,4.2,97.78,0.97,0,0.9457721799557496,90.58104000749071,0.939932762048256
2023-03-31,CUST_0003,prod_05,983.24,84.0,2257.0,2831.0,65.2,-1.0,10.6,0.43,4.8,6.0,2.0,10.5,99.26,0.19,0,0.9646613896093168,90.62242554380734,0.8279399861224669
2023-04-30,CUST_0003,prod_05,3824.72,189.0,1996.519612347498,30960.0,38.7,0.0,23.9,0.5,9.8,6.0,2.4730510813406137,1.6,95.73065051013154,0.68,0,0.9860122708966584,88.1705370930141,0.9061029113323869
2023-05-31,CUST_0003,prod_05,1221.76,84.0,3707.0,21828.0,316.0,0.0,0.6,1.21,7.9,11.0,11.0,8.2,98.5,0.27,0,0.9388954863501164,90.02752987096692,0.8751429528547214
2023-06-30,CUST_0003,prod_05,497.04,124.0,193.0,2586.0,105.4,17.0,4.8,0.74,6.7,6.0,15.0,9.9,99.4,0.84,0,0.925909832779184,99.97412513920474,0.861268349423438
2023-07-31,CUST_0003,prod_05,2452.45,164.0,16.484995772684567,24941.0,19.23167301081336,22.00301393720424,12.82085563867544,0.13,18.5,0.0,10.0,35.0,96.94,0.77,0,0.9607776088836536,88.41272468380524,0.8988385063635342
2023-08-31,CUST_0003,prod_05,1755.04,46.0,1630.0,9856.0,17.7,1.0,4.6,1.32,6.6,16.0,19.0,17.6,99.05,0.73,0,0.9704270267364424,92.76518538660552,0.9051219184733568
2023-09-30,CUST_0003,prod_05,326.3,181.0,139.0,7067.0,55.1,3.0,2.0,0.53,4.9,1.0,4.0,4.9,97.23,0.57,0,0.91596332542937,85.59163137733302,0.7847747864045832
2023-10-31,CUST_0003,prod_05,531.73,126.0,822.0,8589.0,120.4,0.0,0.8,1.6,6.6,7.0,14.0,20.2,73.94,0.42,0,0.924376936885754,90.56734234000902,0.859322396910337
2023-11-30,CUST_0003,prod_05,180.97,82.0,1487.0,25609.0,392.2,2.0,13.2,0.56,11.3,0.0,6.0,11.6,98.97,1.44,0,0.9319621950740324,89.62211450782576,0.8521034541863091
2023-12-31,CUST_0003,prod_05,604.64,4.0,681.0,1276.0,2.7,4.0,6.9,0.68,1.8,0.0,8.0,7.9,99.08,0.19,1,0.253848431512462,20.153043896455824,0.1705592677103374
2023-01-31,CUST_0003,prod_10,1023.7,126.0,292.0,4037.0,15.7,2.0,11.9,0.57,7.2,3.0,2.0,14.2,97.96,0.46,0,0.9053410425194496,85.97038515263752,0.8742460647453251
2023-02-28,CUST_0003,prod_10,2160.53,28.0,273.0,22302.0,8.3,9.0,10.2,1.51,8.9,4.0,6.0,5.3,97.03,0.4,0,0.9470938475071768,89.74773483151304,0.9250409224907212
2023-03-31,CUST_0003,prod_10,1618.49,146.0,1794.0,1872.0,32.5,9.0,0.9,0.31,4.3,2.0,17.0,6.7,63.78,0.81,0,0.9049001945793854,95.72024359894873,0.8550863362533947
2023-04-30,CUST_0003,prod_10,1900.85,89.0,1072.0,1471.0,26.8,11.0,6.3,1.56,2.5,4.0,14.0,21.1,98.79,0.7,0,0.9015947322307222,93.920254474503,0.7649621887079073
2023-05-31,CUST_0003,prod_10,2083.59,130.0,2236.0,16305.0,93.0,0.0,2.6,1.96,11.1,3.0,11.0,38.5,99.87,0.33,0,0.9280078655478404,94.47392257329692,0.8899746433223362
2023-06-30,CUST_0003,prod_10,1294.41,23.0,720.0,11342.0,103.5,14.0,2.1,0.24,3.5,2.0,1.0,4.8,97.33,0.44,1,0.143922985540912,22.09261301522692,0.0993314372796269
2023-01-31,CUST_0004,prod_06,548.67,136.0,3415.0,4693.0,28.8,5.0,24.3,0.57,10.2,1.0,6.0,20.8,98.67,1.04,0,0.9251952638003804,101.43976362805306,0.9599187283588893
2023-02-28,CUST_0004,prod_06,360.0882998188574,15.0,106.0,1674.0,202.1,6.445037715174034,8.687975258705869,0.73,4.0,8.0,29.0,5.2,98.49,0.25,0,0.9417597196352624,87.19119498920959,0.8575888327744637
2023-03-31,CUST_0004,prod_06,3906.48,245.0,202.0,2218.0,14.7,0.0,14.3,0.72,2.3,6.0,3.0,13.6,98.05,0.99,0,0.9036648964917896,95.40569716349532,0.8613667552646485
2023-04-30,CUST_0004,prod_06,1960.82,115.0,2904.0,8998.0,23.1,11.0,5.8,0.44,11.7,1.0,7.0,6.1,129.12,0.7,0,0.963136048055834,99.22581964469693,0.8750258846842331
2023-05-31,CUST_0004,prod_06,2637.83,138.0,946.0,14714.0,13.9,8.0,2.2,0.63,5.2,1.0,5.0,0.9,55.01,0.62,0,0.9337645902822448,85.9268709057496,0.998821433117174
2023-06-30,CUST_0004,prod_06,1811.85,129.0,1283.0,36253.0,130.4,3.0,4.4,0.92,6.9,3.0,22.0,1.4,168.01,0.62,0,0.9376863358405476,96.18011046658866,0.7725753823145921
2023-07-31,CUST_0004,prod_06,2317.562550303143,17.0,401.0,8361.871076384987,90.73080341027584,13.0,37.9,0.42,18.867364792817213,1.0,7.188835429894087,10.2,98.29,0.26,1,0.1415811838929276,21.99443486204632,0.1650285080278104
2023-01-31,CUST_0005,prod_03,1798.72,69.0,188.0,1736.0,353.7,4.0,1.7,1.74,6.7,3.0,2.0,21.0,105.15,0.72,0,0.9714281658285951,96.38909140180051,0.8967076462438819
2023-02-28,CUST_0005,prod_03,1368.01,23.0,1429.0,3154.0,132.8,1.0,4.7,0.19,5.1,5.0,5.0,10.4,98.49,0.56,0,0.9856099389810288,98.17382978532984,0.8160173812379611
2023-03-31,CUST_0005,prod_03,1068.37,29.0,1210.0,7129.0,16.3,15.127887408265169,2.8,0.89,5.8,5.0,13.577427194656511,1.1,97.23,0.76,0,0.9510486485358176,93.2168654902232,0.887564594027543
2023-04-30,CUST_0005,prod_03,1319.87,19.0,928.0,18160.0,66.2,6.0,13.3,1.7,9.2,1.0,2.0,6.9,97.65,0.99,0,0.947516562902596,85.80900960185689,0.9463246505626708
2023-05-31,CUST_0005,prod_03,1603.31,178.0,2001.0,8713.0,162.5,0.0,18.1,0.43,19.2,4.0,15.0,16.8,99.96,1.07,0,0.933657294748761,101.25344621553964,0.9255836903361808
2023-06-30,CUST_0005,prod_03,897.31,141.0,1693.0,20184.0,154.7,1.0,0.7,1.06,9.3,6.0,5.0,4.0,97.15,0.74,0,0.952329304720512,90.71119144421309,0.8597769723757223
2023-07-31,CUST_0005,prod_03,1663.85,333.0,1013.0,6182.0,28.3,3.0,3.5,0.18,6.7,4.0,17.0,18.5,98.78,0.93,0,0.9672713234617198,90.9583532396464,0.8867055160436319
2023-08-31,CUST_0005,prod_03,1897.38,110.0,866.0,13732.0,215.4,4.0,6.1,0.5,6.5,3.0,12.0,34.1,97.18,1.93,0,0.9345001585067652,90.38658230708457,0.8847357992250466
2023-09-30,CUST_0005,prod_03,1484.74,57.0,1331.0,3695.0,20.5,8.0,10.0,0.64,6.5,5.0,3.0,6.4,99.46,0.45,0,0.9527261610255064,89.9555585657738,0.8817820427112795
2023-10-31,CUST_0005,prod_03,1660.7,80.0,868.0,11931.0,117.9,6.0,5.4,0.74,5.6,4.0,12.0,11.9,119.57,0.59,0,0.9125870299719362,96.53300005555327,0.9096992799270792
2023-11-30,CUST_0005,prod_03,529.77,75.0,462.0,19173.0,347.0,0.0,13.8,0.94,16.9,6.0,10.0,26.8,104.45,0.92,0,0.9583069437495924,85.2681265410995,0.8720726219631323
2023-12-31,CUST_0005,prod_03,1665.42,109.0,234.0,6863.0,35.1,6.0,-0.1,0.57,9.6,3.0,20.0,37.8,46.11,0.59,0,0.9253328117866598,93.43555371812027,0.9042932804605104
2024-01-31,CUST_0005,prod_03,1150.98,170.0,1491.0,13455.0,97.3,18.0,31.3,0.68,4.4,10.0,2.0,0.9,99.02,0.96,0,0.9133852549101656,98.62675261096658,0.8693974892212275
2024-02-29,CUST_0005,prod_03,1442.94,147.0,233.0,6135.0,128.1,20.0,14.0,1.56,5.9,4.0,9.0,20.3,99.21,0.9,0,0.9675811677679792,91.614193962069,0.9338179131139588
2024-03-31,CUST_0005,prod_03,636.83,34.0,1212.0,18927.0,11.7,8.0,12.0,0.49,7.0,11.0,14.0,15.4,115.98,0.65,0,0.9302412982095696,92.57903786860948,0.8549729500009073
2024-04-30,CUST_0005,prod_03,903.33,222.0,581.0,8063.300495750239,68.5,12.880332416915373,25.376684941497675,0.62,5.7,4.420374000826445,3.0,19.0,98.96,1.0,0,0.9353004969210538,99.5932904290968,0.8808968980499823
2024-05-31,CUST_0005,prod_03,1261.77,14.0,2194.0,7173.0,165.0,10.0,6.4,0.54,7.5,0.0,11.0,20.9,99.76,0.83,0,0.9270703838124584,92.07672493270115,0.8320871949716592
2024-06-30,CUST_0005,prod_03,3357.56,135.0,754.0,11404.0,120.1,0.0,20.3,0.47,15.4,2.0,27.0,18.2,98.9,0.4,0,0.9234598204836778,90.90746898559031,0.8843703976884365
2024-07-31,CUST_0005,prod_03,963.46,72.0,500.0,7957.0,43.3,7.0,5.9,0.48,10.3,15.0,6.0,17.4,40.2,0.62,0,0.9626500408816075,90.55642401941276,0.8143336554832648
2024-08-31,CUST_0005,prod_03,1334.24,239.0,1042.0,4295.0,363.8,4.0,24.1,0.85,5.7,8.0,14.0,1.4,159.31,0.77,0,0.9099002064816416,92.9509621190325,0.9864641571418464
2024-09-30,CUST_0005,prod_03,64.07,4.0,1124.0,5574.0,32.4,8.0,14.3,0.2,5.6,5.0,11.0,7.9,67.7,0.63,1,0.2536934920917442,25.014468818592263,0.2071851415212743
2023-01-31,CUST_0005,prod_04,582.86,172.0,731.0,9176.0,58.4,0.0,14.0,0.95,1.9,2.0,6.0,7.6,115.37,0.56,0,0.9135604591889268,85.41139775992605,0.8766464978625581
2023-02-28,CUST_0005,prod_04,466.71,26.0,504.0,1153.0,47.8,4.0,13.1,0.65,6.0,1.0,2.0,10.0,99.51,0.6,0,0.9367756780076796,85.19056708745136,0.8877822194623654
2023-03-31,CUST_0005,prod_04,326.24,65.0,569.5761336388762,10611.0,159.6,5.0,22.37849800673133,1.07,12.8,6.0,8.0,2.5,97.83193312673322,0.48,0,0.9394239081906876,98.92447048866404,0.8304476522639564
2023-04-30,CUST_0005,prod_04,1042.45,20.0,94.0,1875.0,47.8,1.0,15.8,0.49,7.5,3.0,11.0,1.2,99.28,0.81,0,0.9146927355499972,96.39567114377397,0.885166726653891
2023-05-31,CUST_0005,prod_04,348.55,114.0,819.0,1862.0,62.9,8.0,13.3,0.39,7.4,6.0,16.0,4.7,31.86,0.59,0,0.9972085824113344,90.10417744578076,0.9662408314924662
2023-06-30,CUST_0005,prod_04,1422.07,243.0,3212.0,15528.0,297.5,6.0,4.4,0.64,10.2,7.0,2.0,25.4,99.77,0.55,0,0.96696480348943,101.41667160111676,0.9035232754881848
2023-07-31,CUST_0005,prod_04,2098.39,290.0,1836.0,24405.0,215.5,10.0,-0.0,0.56,4.3,1.0,5.0,14.5,98.15,0.83,0,0.95762652216078,87.51511372175923,0.8922889510304907
2023-08-31,CUST_0005,prod_04,1081.9,88.0,477.0,31171.0,21.6,15.0,4.8,1.58,6.1,2.0,11.0,5.8,98.61,0.46,0,0.9846309528678796,91.47119765994724,0.8806961789998877
2023-09-30,CUST_0005,prod_04,596.31,80.0,284.0,2040.0,135.1,4.0,0.9,0.87,8.5,0.0,2.0,15.3,97.0,0.81,0,0.9382332363724216,94.93495049737996,0.8426586646269216
2023-10-31,CUST_0005,prod_04,1788.12,68.0,1152.0,14011.0,140.0,3.0,15.2,0.81,6.3,13.0,7.0,2.6,87.21,0.56,0,0.9759716488242496,89.6936014639602,0.8832401030737614
2023-11-30,CUST_0005,prod_04,1200.07,340.0,3001.0,13693.0,126.8,9.0,12.8,0.56,6.0,3.0,10.0,2.4,79.89,0.9,0,0.9943725966596044,96.9167886711251,0.8169685478613014
2023-12-31,CUST_0005,prod_04,405.89,67.0,1465.0,4236.0,159.4,8.0,6.0,1.02,5.7,6.0,10.0,5.4,97.05,0.69,0,0.9816492621593316,91.69248825872768,0.8068771163505609
2024-01-31,CUST_0005,prod_04,1640.64,135.0,302.0,5293.0,106.3,7.0,9.0,0.53,8.8,8.0,13.0,4.3,98.98,0.91,0,0.9292014898176248,102.98922750864492,0.9245517635043112
2024-02-29,CUST_0005,prod_04,1185.27,192.0,1840.0,18838.0,20.9,1.0,0.9,0.5,19.2,1.0,11.0,1.5,98.16,0.78,0,0.9274083863304736,101.50592023972928,0.7716321754783512
2024-03-31,CUST_0005,prod_04,1449.69,95.0,1159.0,21791.0,30.3,0.0,9.4,1.8,7.6,0.0,5.0,19.1,98.84,0.98,0,0.984721933097279,95.9271821826308,0.7547137616201077
2024-04-30,CUST_0005,prod_04,1857.37,220.0,1120.0,7682.0,203.4,8.0,16.1,0.54,5.9,1.0,7.0,14.7,99.65,0.58,0,0.9313823110296208,93.31142512051044,0.9159116217006936
2024-05-31,CUST_0005,prod_04,555.28,37.5186693400756,519.0,8070.0,62.3,2.0,7.2,0.92,2.8899783101275904,5.0,2.0,2.553063241509136,97.37,0.1334689632050453,0,0.9585499838500308,94.83782596910868,0.9451079604682664
2024-06-30,CUST_0005,prod_04,1901.92,196.0,930.0,19552.0,157.3,6.0,13.3,1.66,15.1,6.0,14.0,4.1,132.05,0.53,0,0.9385788264633176,94.1918633896912,0.7999905709407864
2024-07-31,CUST_0005,prod_04,1542.14,134.0,414.0,2056.0,21.8,0.0,0.7,0.79,7.3,2.0,7.0,8.7,133.37,0.27,0,0.9521407949059394,92.78602009378147,0.9472544849986656
2024-08-31,CUST_0005,prod_04,413.64,49.0,918.0,10046.0,21.3,1.0,0.4,0.91,5.3,1.0,13.0,0.8,97.47,1.39,0,0.9509460675956694,93.4608372439128,0.8096583457206092
2024-09-30,CUST_0005,prod_04,1400.88,85.0,196.0,12103.0,208.7,1.0,7.9,0.6,6.0,6.0,4.0,2.4,98.35,0.84,0,0.999434916530616,89.55021190304107,0.9410505409028804
2024-10-31,CUST_0005,prod_04,263.08,216.0,2797.0,8522.0,315.6,7.0,13.0,0.9,8.7,6.0,2.0,8.7,98.32,0.97,0,0.9283260178061185,93.70878422131705,0.9743219835876402
2024-11-30,CUST_0005,prod_04,1565.38,12.0,1453.0,15893.0,86.4,7.0,14.7,0.66,6.2,1.0,13.0,6.5,99.71,0.96,0,0.9624974966747136,88.31707998388613,0.8532820720538924
2024-12-31,CUST_0005,prod_04,1575.51,172.0,941.9214473861314,18274.0,50.3,5.0,13.3,0.8463409884499283,0.6879967981314401,6.0,6.0,15.7,39.89176532939652,0.66,0,0.9219579634840254,90.17898500206464,0.911680703414108
2025-01-31,CUST_0005,prod_04,403.13,21.0,645.0,2203.0,26.5,10.107733185964994,2.4,0.6619170835904634,6.3,2.0,6.567381682380889,8.920249111382084,99.24,1.11,0,0.980385352861082,92.00549440150697,0.9577076349966988
2023-01-31,CUST_0005,prod_08,1005.79,20.0,1304.0,18901.0,67.1,12.0,3.3,0.86,8.6,2.0,8.0,15.7,126.59,1.89,0,0.9522353582991662,94.36672031084066,0.858759539930771
2023-02-28,CUST_0005,prod_08,2199.2,84.0,1465.0,11203.0,141.5,2.0,6.1,0.56,13.3,1.0,5.0,0.7,99.83,0.68,0,0.950943767787312,99.18362259451372,0.82011135825942
2023-03-31,CUST_0005,prod_08,1228.81,80.0,2271.0,14848.0,56.3,8.0,15.7,0.65,5.9,16.0,10.0,11.7,98.15,0.6,0,0.9960474326739164,99.57808635926956,0.9950925853721748
2023-04-30,CUST_0005,prod_08,1470.67,131.0,1213.0,30282.0,81.8,0.0,7.1,1.56,7.6,9.0,11.0,8.1,97.53,0.82,0,0.9510356874383818,82.85323883498967,0.7911723575953827
2023-05-31,CUST_0005,prod_08,213.8681718757152,313.0,286.0,36714.0,113.45637190431547,3.0,0.7,0.9833763527283133,7.4,4.466845481269568,2.0,6.975004163553384,42.66,1.69,0,0.9260132066805936,83.54329577559886,0.8738981517528523
2023-06-30,CUST_0005,prod_08,3554.46,153.0,829.0,2540.0,355.1,4.0,27.2,0.25,12.9,4.0,14.0,8.7,97.31,0.71,0,0.92390970951739,90.3037958950918,0.920548834861876
2023-07-31,CUST_0005,prod_08,2958.61,131.0,730.0,8373.0,86.3,0.0,13.7,0.42,8.7,3.0,14.0,34.8,38.84,1.0,0,0.9051493013499788,91.82647112919324,0.9392942259446978
2023-08-31,CUST_0005,prod_08,957.92,151.0,568.0,588.0,121.9,7.0,-0.3,0.6,19.5,4.0,11.0,3.0,99.19,1.41,0,0.933331711623612,89.32671975859371,0.8110011655657012
2023-09-30,CUST_0005,prod_08,182.67,54.0,681.0,8737.0,86.7,4.0,4.6,0.4,5.2,8.0,11.0,5.3,137.8,0.11,1,0.2015871325207121,10.100988815137564,0.1207460459776283
2023-01-31,CUST_0006,prod_01,616.48,59.0,339.0,403.0,57.9,8.0,3.0,0.9,6.9,4.0,2.0,19.3,96.4,0.72,1,0.2268592045348142,22.004825828526933,0.2224315686791213
2023-01-31,CUST_0006,prod_03,1755.46,79.0,465.0,6279.0,110.5,16.0,8.3,0.7,17.4,4.0,8.0,10.9,98.69,0.78,0,0.9817927658673908,92.95262436242751,0.8229850509320273
2023-02-28,CUST_0006,prod_03,1098.02,102.0,874.0,10305.12860261598,191.4286144334688,7.075970839332868,20.3,0.78,4.6,0.0,6.0,0.1,95.8,1.24,1,0.1016671875740379,16.435299924236414,0.2214935828141524
2023-01-31,CUST_0006,prod_04,1134.67,163.0,761.0,2010.0,133.9,6.0,4.6,0.32,10.4,7.0,9.0,6.3,97.49,0.93,0,0.9058102559058172,86.03825055860386,0.7903925461637976
2023-02-28,CUST_0006,prod_04,1671.95,147.0,236.0,7639.0,53.2,0.0,8.9,0.76,6.1,1.0,7.0,17.7,97.91,1.72,0,0.9499276991842724,95.99366367774972,0.9166187554854024
2023-03-31,CUST_0006,prod_04,1779.02,117.0,2547.0,15756.0,27.3,7.0,15.7,0.52,6.4,1.0,10.0,10.9,182.17,0.41,0,0.9825154373170216,81.78722104210959,0.953775631784558
2023-04-30,CUST_0006,prod_04,353.57,129.0,957.0,2700.0,354.4,8.0,3.5,0.49,7.7,1.0,1.0,15.9,100.14,0.29,0,0.9948974694550652,94.34339871294314,0.9464049045475548
2023-05-31,CUST_0006,prod_04,1820.69,36.0,769.0,18492.0,124.3,4.0,0.7,1.71,4.9,6.0,9.0,12.4,97.05,0.73,0,0.9815409279063816,93.55571451132516,0.9833664818928332
2023-06-30,CUST_0006,prod_04,952.5632352246708,14.0,2086.0,16786.0,96.0,7.0,1.4,1.5,7.2,6.0,5.0,8.597256824292208,98.16,0.87,0,0.9579629858691086,87.42056084679884,0.7674227791861135
2023-07-31,CUST_0006,prod_04,3000.91,157.0,1432.0,13578.0,202.9,10.0,12.2,0.63,8.4,2.0,11.0,2.2,98.48,0.79,0,0.9066478086345492,98.37559205734512,0.9175512730297812
2023-08-31,CUST_0006,prod_04,1823.62,14.0,660.0,10571.0,102.7,0.0,9.2,0.6,1.9,12.0,17.0,0.2,99.03,0.96,0,0.9397977080442156,90.58214584291107,0.8465892077868843
2023-09-30,CUST_0006,prod_04,995.700238709956,173.0,349.0,2374.0,189.7,10.279720012919974,3.0,0.5639856481117425,2.9,2.0,12.0,4.3,150.54066627086175,1.99,0,0.9241216228382882,94.0200626752366,0.9188064873362232
2023-10-31,CUST_0006,prod_04,2065.75,368.0,729.0,13947.0,41.1,1.0,0.5,0.62,7.2,8.0,29.0,1.1,97.44,0.79,0,0.9317997921976424,96.23224557527016,0.7285303214199631
2023-11-30,CUST_0006,prod_04,728.08,215.0,99.0,10963.0,364.6,5.0,14.3,0.45,5.4,3.0,3.0,6.4,97.86,0.88,0,0.9484656773662916,100.19639249717608,0.8951640418548374
2023-12-31,CUST_0006,prod_04,493.24,218.0,169.0,8132.0,120.9,2.0,10.3,0.51,6.3,15.0,2.0,10.1,97.13,0.26,0,0.9410881847418272,100.47238469456865,0.8794362153080705
2024-01-31,CUST_0006,prod_04,421.85,103.0,1463.0,2591.0,10.6,5.0,1.2,0.3,8.4,9.0,8.0,17.8,184.26,0.86,0,0.9694852334993264,88.51531934894724,0.8587275213008877
2024-02-29,CUST_0006,prod_04,1815.21,28.0,440.0,39384.0,177.5,11.0,8.3,1.05,6.7,4.0,17.0,10.3,79.24,0.71,0,0.9414362545876188,95.55989306532582,0.9177170843780728
2024-03-31,CUST_0006,prod_04,1671.0,53.62536699202637,1358.0,3374.0,210.5,0.0,2.6,0.53,8.8,2.951614007675165,21.0,19.0,143.03,0.97,0,0.9346746388949012,96.51958255863644,0.8783535493085076
2024-04-30,CUST_0006,prod_04,257.15,168.0,100.0,948.0,242.9,1.0,3.7,0.29,5.0,2.0,9.0,4.2,92.48,0.73,0,0.9790684625493636,88.09673183205699,0.8447590805531575
2024-05-31,CUST_0006,prod_04,956.75,82.0,756.0,4215.0,176.4,10.0,11.4,0.94,3.5,4.0,20.0,1.4,96.79,0.54,0,0.9945933311504191,98.32857549838292,0.8316926363105897
2024-06-30,CUST_0006,prod_04,1623.3,182.0,528.0,5252.0,346.2,8.0,8.2,0.59,4.4,15.0,27.0,1.1,79.83,0.51,0,0.9912056783304424,88.87145683265373,0.9367147427788614
2024-07-31,CUST_0006,prod_04,373.88,65.0,621.0,8730.0,92.2,7.0,8.0,0.55,7.4,8.0,8.0,2.9,170.84,0.37,0,0.9745843926056864,88.20751352657065,0.9712189323876412
